#Temperature (K)	Pressure (MPa)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
14.000	0.0075414	0.0026605	-0.10616	-0.10566	-5.9760	76.969	0.012992	-0.10829	-0.10810	-6.1499	10.407	14.174	1268.3	-1.5728	25.447	0.097633	0.13272	7.5345	0.69226	0.80680	59.200	12.589	21.307	307.56	29.101	0.64763	0.010642
15.642	0.017612	0.0055798	-0.079801	-0.078629	-4.1974	75.582	0.013231	-0.084233	-0.083763	-4.5256	10.672	15.279	1233.3	-1.4254	20.992	0.10008	0.28115	3.5568	0.71005	0.83634	54.298	12.706	21.773	322.65	25.084	0.73772	0.012230
17.283	0.035544	0.010277	-0.050097	-0.047732	-2.3934	74.075	0.013500	-0.058159	-0.057192	-2.9407	10.972	16.650	1196.9	-1.2633	17.747	0.10192	0.52321	1.9113	0.72634	0.86329	50.318	12.802	22.391	335.99	22.126	0.82705	0.013911
18.925	0.064376	0.017237	-0.016549	-0.012266	-0.54074	72.428	0.013807	-0.029830	-0.028038	-1.3741	11.218	18.177	1157.4	-1.1008	15.254	0.10314	0.88692	1.1275	0.74065	0.88697	46.975	12.896	23.239	347.63	19.885	0.91654	0.015722
20.567	0.10737	0.026987	0.021248	0.028391	1.3730	70.621	0.014160	0.00096621	0.0040309	0.18853	11.438	19.926	1113.3	-0.93278	13.273	0.10375	1.4037	0.71240	0.75250	0.90669	44.078	13.017	24.430	357.52	18.078	1.0074	0.017700
22.208	0.16790	0.040142	0.063701	0.074872	3.3574	68.629	0.014571	0.034524	0.039455	1.7627	11.648	22.000	1063.6	-0.75254	11.654	0.10374	2.1108	0.47374	0.76138	0.92172	41.490	13.187	26.110	365.62	16.539	1.1012	0.019894
23.850	0.24945	0.057487	0.11123	0.12783	5.4210	66.414	0.015057	0.071254	0.078825	3.3663	11.854	24.566	1007.7	-0.55107	10.295	0.10309	3.0559	0.32724	0.76671	0.93126	39.108	13.418	28.507	371.90	15.178	1.2003	0.022370
25.492	0.35557	0.080122	0.16431	0.18796	7.5717	63.921	0.015644	0.11175	0.12296	5.0219	12.061	27.922	944.42	-0.31455	9.1222	0.10192	4.3048	0.23230	0.76769	0.93421	36.846	13.722	32.034	376.33	13.942	1.3081	0.025231
27.133	0.48994	0.10977	0.22349	0.25608	9.8203	61.055	0.016379	0.15695	0.17312	6.7628	12.279	32.695	872.11	-0.019376	8.0755	0.10004	5.9583	0.16783	0.76313	0.92890	34.617	14.113	37.568	378.92	12.782	1.4302	0.028677
28.775	0.65648	0.14950	0.28959	0.33326	12.184	57.645	0.017347	0.20850	0.23146	8.6463	12.540	40.454	787.58	0.37996	7.0994	0.097337	8.1923	0.12207	0.75087	0.91241	32.311	14.619	47.331	379.68	11.637	1.5769	0.033149
30.417	0.85963	0.20617	0.36408	0.42127	14.700	53.312	0.018758	0.27001	0.30251	10.796	12.928	56.590	684.60	0.98925	6.1244	0.093590	11.383	0.087854	0.72627	0.87851	29.733	15.305	68.997	378.63	10.389	1.7713	0.039884
32.058	1.1052	0.30378	0.45089	0.52442	17.478	46.769	0.021382	0.35344	0.40107	13.630	13.781	121.06	546.94	2.1641	4.9887	0.089656	16.768	0.059638	0.67425	0.80712	26.296	16.340	158.12	375.63	8.6943	2.0948	0.054443
33.700	1.3987	undefined	0.53679	0.62985	20.103	30.300	0.033003	0.53679	0.62985	20.103	16.553	680.10	395.17	5.1870	3.1073	0.093683	30.300	0.033003	0.53679	0.62985	20.103	16.553	680.10	395.17	5.1870	3.1073	0.093683
35.342	1.7035	undefined	0.56314	0.67647	20.866	30.300	0.033003	0.56314	0.67647	20.866	15.615	188.42	434.26	4.5632	3.2196	0.075759	30.300	0.033003	0.56314	0.67647	20.866	15.615	188.42	434.26	4.5632	3.2196	0.075759
36.983	2.0109	undefined	0.58822	0.72201	21.560	30.300	0.033003	0.58822	0.72201	21.560	14.975	116.35	468.85	4.0645	3.3251	0.071526	30.300	0.033003	0.58822	0.72201	21.560	14.975	116.35	468.85	4.0645	3.3251	0.071526
38.625	2.3203	undefined	0.61242	0.76679	22.200	30.300	0.033003	0.61242	0.76679	22.200	14.532	87.406	499.85	3.6519	3.4249	0.069939	30.300	0.033003	0.61242	0.76679	22.200	14.532	87.406	499.85	3.6519	3.4249	0.069939
40.267	2.6311	undefined	0.63600	0.81105	22.798	30.300	0.033003	0.63600	0.81105	22.798	14.221	71.818	528.01	3.3027	3.5197	0.069453	30.300	0.033003	0.63600	0.81105	22.798	14.221	71.818	528.01	3.3027	3.5197	0.069453
41.908	2.9428	undefined	0.65916	0.85494	23.362	30.300	0.033003	0.65916	0.85494	23.362	14.000	62.099	553.90	3.0021	3.6101	0.069520	30.300	0.033003	0.65916	0.85494	23.362	14.000	62.099	553.90	3.0021	3.6101	0.069520
43.550	3.2553	undefined	0.68200	0.89858	23.897	30.300	0.033003	0.68200	0.89858	23.897	13.841	55.473	577.98	2.7403	3.6965	0.069884	30.300	0.033003	0.68200	0.89858	23.897	13.841	55.473	577.98	2.7403	3.6965	0.069884
45.192	3.5682	undefined	0.70463	0.94202	24.407	30.300	0.033003	0.70463	0.94202	24.407	13.726	50.677	600.56	2.5100	3.7795	0.070412	30.300	0.033003	0.70463	0.94202	24.407	13.726	50.677	600.56	2.5100	3.7795	0.070412
46.833	3.8815	undefined	0.72709	0.98532	24.895	30.300	0.033003	0.72709	0.98532	24.895	13.643	47.050	621.91	2.3059	3.8592	0.071011	30.300	0.033003	0.72709	0.98532	24.895	13.643	47.050	621.91	2.3059	3.8592	0.071011
48.475	4.1949	undefined	0.74943	1.0285	25.364	30.300	0.033003	0.74943	1.0285	25.364	13.582	44.216	642.20	2.1236	3.9362	0.071582	30.300	0.033003	0.74943	1.0285	25.364	13.582	44.216	642.20	2.1236	3.9362	0.071582
50.117	4.5084	undefined	0.77169	1.0716	25.816	30.300	0.033003	0.77169	1.0716	25.816	13.539	41.943	661.58	1.9600	4.0106	0.071784	30.300	0.033003	0.77169	1.0716	25.816	13.539	41.943	661.58	1.9600	4.0106	0.071784
51.758	4.8219	undefined	0.79389	1.1147	26.251	30.300	0.033003	0.79389	1.1147	26.251	13.510	40.082	680.16	1.8122	4.0826	0.072884	30.300	0.033003	0.79389	1.1147	26.251	13.510	40.082	680.16	1.8122	4.0826	0.072884
53.400	5.1353	undefined	0.81606	1.1577	26.673	30.300	0.033003	0.81606	1.1577	26.673	13.491	38.533	698.03	1.6781	4.1526	0.073974	30.300	0.033003	0.81606	1.1577	26.673	13.491	38.533	698.03	1.6781	4.1526	0.073974
55.042	5.4486	undefined	0.83819	1.2007	27.081	30.300	0.033003	0.83819	1.2007	27.081	13.481	37.224	715.25	1.5559	4.2205	0.075057	30.300	0.033003	0.83819	1.2007	27.081	13.481	37.224	715.25	1.5559	4.2205	0.075057
56.683	5.7617	undefined	0.86032	1.2437	27.477	30.300	0.033003	0.86032	1.2437	27.477	13.479	36.106	731.89	1.4441	4.2868	0.076132	30.300	0.033003	0.86032	1.2437	27.477	13.479	36.106	731.89	1.4441	4.2868	0.076132
58.325	6.0746	undefined	0.88245	1.2866	27.862	30.300	0.033003	0.88245	1.2866	27.862	13.484	35.141	747.97	1.3413	4.3513	0.077201	30.300	0.033003	0.88245	1.2866	27.862	13.484	35.141	747.97	1.3413	4.3513	0.077201
59.967	6.3873	undefined	0.90460	1.3295	28.237	30.300	0.033003	0.90460	1.3295	28.237	13.495	34.303	763.55	1.2466	4.4144	0.078263	30.300	0.033003	0.90460	1.3295	28.237	13.495	34.303	763.55	1.2466	4.4144	0.078263
61.608	6.6997	undefined	0.92677	1.3725	28.601	30.300	0.033003	0.92677	1.3725	28.601	13.511	33.568	778.66	1.1591	4.4761	0.079321	30.300	0.033003	0.92677	1.3725	28.601	13.511	33.568	778.66	1.1591	4.4761	0.079321
63.250	7.0118	undefined	0.94896	1.4155	28.957	30.300	0.033003	0.94896	1.4155	28.957	13.533	32.921	793.31	1.0779	4.5365	0.080374	30.300	0.033003	0.94896	1.4155	28.957	13.533	32.921	793.31	1.0779	4.5365	0.080374
64.892	7.3236	undefined	0.97120	1.4584	29.304	30.300	0.033003	0.97120	1.4584	29.304	13.560	32.348	807.54	1.0024	4.5958	0.081424	30.300	0.033003	0.97120	1.4584	29.304	13.560	32.348	807.54	1.0024	4.5958	0.081424
66.533	7.6352	undefined	0.99349	1.5015	29.643	30.300	0.033003	0.99349	1.5015	29.643	13.592	31.840	821.37	0.93203	4.6539	0.082470	30.300	0.033003	0.99349	1.5015	29.643	13.592	31.840	821.37	0.93203	4.6539	0.082470
68.175	7.9464	undefined	1.0158	1.5445	29.975	30.300	0.033003	1.0158	1.5445	29.975	13.629	31.386	834.82	0.86628	4.7110	0.083513	30.300	0.033003	1.0158	1.5445	29.975	13.629	31.386	834.82	0.86628	4.7110	0.083513
69.817	8.2573	undefined	1.0382	1.5876	30.300	30.300	0.033003	1.0382	1.5876	30.300	13.670	30.981	847.91	0.80474	4.7672	0.084555	30.300	0.033003	1.0382	1.5876	30.300	13.670	30.981	847.91	0.80474	4.7672	0.084555
71.458	8.5678	undefined	1.0607	1.6307	30.618	30.300	0.033003	1.0607	1.6307	30.618	13.716	30.619	860.65	0.74701	4.8224	0.085595	30.300	0.033003	1.0607	1.6307	30.618	13.716	30.619	860.65	0.74701	4.8224	0.085595
73.100	8.8780	undefined	1.0833	1.6739	30.930	30.300	0.033003	1.0833	1.6739	30.930	13.766	30.294	873.06	0.69278	4.8769	0.086634	30.300	0.033003	1.0833	1.6739	30.930	13.766	30.294	873.06	0.69278	4.8769	0.086634
74.742	9.1879	undefined	1.1059	1.7172	31.236	30.300	0.033003	1.1059	1.7172	31.236	13.819	30.002	885.15	0.64175	4.9305	0.087673	30.300	0.033003	1.1059	1.7172	31.236	13.819	30.002	885.15	0.64175	4.9305	0.087673
76.383	9.4974	undefined	1.1287	1.7605	31.537	30.300	0.033003	1.1287	1.7605	31.537	13.877	29.741	896.95	0.59367	4.9835	0.088712	30.300	0.033003	1.1287	1.7605	31.537	13.877	29.741	896.95	0.59367	4.9835	0.088712
78.025	9.8066	undefined	1.1515	1.8039	31.833	30.300	0.033003	1.1515	1.8039	31.833	13.939	29.506	908.45	0.54830	5.0357	0.089752	30.300	0.033003	1.1515	1.8039	31.833	13.939	29.506	908.45	0.54830	5.0357	0.089752
79.667	10.115	undefined	1.1744	1.8474	32.124	30.300	0.033003	1.1744	1.8474	32.124	14.004	29.295	919.69	0.50543	5.0873	0.090793	30.300	0.033003	1.1744	1.8474	32.124	14.004	29.295	919.69	0.50543	5.0873	0.090793
81.308	10.424	undefined	1.1975	1.8910	32.410	30.300	0.033003	1.1975	1.8910	32.410	14.072	29.107	930.66	0.46490	5.1383	0.091836	30.300	0.033003	1.1975	1.8910	32.410	14.072	29.107	930.66	0.46490	5.1383	0.091836
82.950	10.732	undefined	1.2206	1.9346	32.692	30.300	0.033003	1.2206	1.9346	32.692	14.144	28.938	941.39	0.42652	5.1887	0.092880	30.300	0.033003	1.2206	1.9346	32.692	14.144	28.938	941.39	0.42652	5.1887	0.092880
84.592	11.040	undefined	1.2439	1.9784	32.970	30.300	0.033003	1.2439	1.9784	32.970	14.219	28.788	951.88	0.39015	5.2386	0.093927	30.300	0.033003	1.2439	1.9784	32.970	14.219	28.788	951.88	0.39015	5.2386	0.093927
86.233	11.347	undefined	1.2673	2.0222	33.244	30.300	0.033003	1.2673	2.0222	33.244	14.296	28.654	962.14	0.35566	5.2879	0.094977	30.300	0.033003	1.2673	2.0222	33.244	14.296	28.654	962.14	0.35566	5.2879	0.094977
87.875	11.654	undefined	1.2908	2.0662	33.515	30.300	0.033003	1.2908	2.0662	33.515	14.376	28.535	972.19	0.32292	5.3368	0.096029	30.300	0.033003	1.2908	2.0662	33.515	14.376	28.535	972.19	0.32292	5.3368	0.096029
89.517	11.961	undefined	1.3145	2.1103	33.781	30.300	0.033003	1.3145	2.1103	33.781	14.459	28.430	982.04	0.29182	5.3852	0.097085	30.300	0.033003	1.3145	2.1103	33.781	14.459	28.430	982.04	0.29182	5.3852	0.097085
91.158	12.267	undefined	1.3383	2.1545	34.045	30.300	0.033003	1.3383	2.1545	34.045	14.543	28.338	991.69	0.26226	5.4332	0.098143	30.300	0.033003	1.3383	2.1545	34.045	14.543	28.338	991.69	0.26226	5.4332	0.098143
92.800	12.573	undefined	1.3623	2.1988	34.305	30.300	0.033003	1.3623	2.1988	34.305	14.630	28.257	1001.2	0.23414	5.4808	0.099206	30.300	0.033003	1.3623	2.1988	34.305	14.630	28.257	1001.2	0.23414	5.4808	0.099206
94.442	12.879	undefined	1.3864	2.2432	34.563	30.300	0.033003	1.3864	2.2432	34.563	14.718	28.187	1010.5	0.20738	5.5279	0.10027	30.300	0.033003	1.3864	2.2432	34.563	14.718	28.187	1010.5	0.20738	5.5279	0.10027
96.083	13.184	undefined	1.4106	2.2877	34.817	30.300	0.033003	1.4106	2.2877	34.817	14.809	28.126	1019.6	0.18189	5.5747	0.10134	30.300	0.033003	1.4106	2.2877	34.817	14.809	28.126	1019.6	0.18189	5.5747	0.10134
97.725	13.489	undefined	1.4350	2.3324	35.069	30.300	0.033003	1.4350	2.3324	35.069	14.900	28.075	1028.6	0.15760	5.6211	0.10242	30.300	0.033003	1.4350	2.3324	35.069	14.900	28.075	1028.6	0.15760	5.6211	0.10242
99.367	13.794	undefined	1.4595	2.3772	35.318	30.300	0.033003	1.4595	2.3772	35.318	14.993	28.031	1037.4	0.13444	5.6672	0.10349	30.300	0.033003	1.4595	2.3772	35.318	14.993	28.031	1037.4	0.13444	5.6672	0.10349
101.01	14.098	undefined	1.4842	2.4222	35.564	30.300	0.033003	1.4842	2.4222	35.564	15.087	27.996	1046.1	0.11235	5.7129	0.10458	30.300	0.033003	1.4842	2.4222	35.564	15.087	27.996	1046.1	0.11235	5.7129	0.10458
102.65	14.402	undefined	1.5091	2.4672	35.808	30.300	0.033003	1.5091	2.4672	35.808	15.182	27.967	1054.6	0.091266	5.7584	0.10566	30.300	0.033003	1.5091	2.4672	35.808	15.182	27.967	1054.6	0.091266	5.7584	0.10566
104.29	14.706	undefined	1.5341	2.5124	36.050	30.300	0.033003	1.5341	2.5124	36.050	15.278	27.945	1063.0	0.071132	5.8035	0.10675	30.300	0.033003	1.5341	2.5124	36.050	15.278	27.945	1063.0	0.071132	5.8035	0.10675
105.93	15.009	undefined	1.5592	2.5578	36.289	30.300	0.033003	1.5592	2.5578	36.289	15.375	27.928	1071.3	0.051897	5.8483	0.10785	30.300	0.033003	1.5592	2.5578	36.289	15.375	27.928	1071.3	0.051897	5.8483	0.10785
107.57	15.312	undefined	1.5845	2.6033	36.526	30.300	0.033003	1.5845	2.6033	36.526	15.472	27.917	1079.5	0.033512	5.8928	0.10894	30.300	0.033003	1.5845	2.6033	36.526	15.472	27.917	1079.5	0.033512	5.8928	0.10894
109.22	15.615	undefined	1.6100	2.6489	36.761	30.300	0.033003	1.6100	2.6489	36.761	15.569	27.910	1087.6	0.015931	5.9371	0.11004	30.300	0.033003	1.6100	2.6489	36.761	15.569	27.910	1087.6	0.015931	5.9371	0.11004
110.86	15.917	undefined	1.6357	2.6946	36.994	30.300	0.033003	1.6357	2.6946	36.994	15.667	27.909	1095.5	-0.00088808	5.9811	0.11115	30.300	0.033003	1.6357	2.6946	36.994	15.667	27.909	1095.5	-0.00088808	5.9811	0.11115
112.50	16.219	undefined	1.6615	2.7405	37.225	30.300	0.033003	1.6615	2.7405	37.225	15.764	27.911	1103.4	-0.016986	6.0249	0.11226	30.300	0.033003	1.6615	2.7405	37.225	15.764	27.911	1103.4	-0.016986	6.0249	0.11226
114.14	16.521	undefined	1.6874	2.7866	37.455	30.300	0.033003	1.6874	2.7866	37.455	15.862	27.917	1111.2	-0.032401	6.0684	0.11337	30.300	0.033003	1.6874	2.7866	37.455	15.862	27.917	1111.2	-0.032401	6.0684	0.11337
115.78	16.822	undefined	1.7135	2.8327	37.682	30.300	0.033003	1.7135	2.8327	37.682	15.959	27.926	1118.8	-0.047168	6.1117	0.11449	30.300	0.033003	1.7135	2.8327	37.682	15.959	27.926	1118.8	-0.047168	6.1117	0.11449
117.42	17.123	undefined	1.7398	2.8790	37.907	30.300	0.033003	1.7398	2.8790	37.907	16.057	27.939	1126.4	-0.061321	6.1548	0.11560	30.300	0.033003	1.7398	2.8790	37.907	16.057	27.939	1126.4	-0.061321	6.1548	0.11560
119.07	17.424	undefined	1.7663	2.9255	38.131	30.300	0.033003	1.7663	2.9255	38.131	16.154	27.954	1133.9	-0.074891	6.1976	0.11673	30.300	0.033003	1.7663	2.9255	38.131	16.154	27.954	1133.9	-0.074891	6.1976	0.11673
120.71	17.725	undefined	1.7929	2.9721	38.353	30.300	0.033003	1.7929	2.9721	38.353	16.250	27.972	1141.4	-0.087907	6.2402	0.11785	30.300	0.033003	1.7929	2.9721	38.353	16.250	27.972	1141.4	-0.087907	6.2402	0.11785
122.35	18.025	undefined	1.8196	3.0188	38.573	30.300	0.033003	1.8196	3.0188	38.573	16.346	27.992	1148.7	-0.10040	6.2827	0.11898	30.300	0.033003	1.8196	3.0188	38.573	16.346	27.992	1148.7	-0.10040	6.2827	0.11898
123.99	18.325	undefined	1.8465	3.0657	38.791	30.300	0.033003	1.8465	3.0657	38.791	16.442	28.015	1156.0	-0.11239	6.3249	0.12010	30.300	0.033003	1.8465	3.0657	38.791	16.442	28.015	1156.0	-0.11239	6.3249	0.12010
125.63	18.624	undefined	1.8736	3.1127	39.008	30.300	0.033003	1.8736	3.1127	39.008	16.536	28.039	1163.2	-0.12391	6.3669	0.12123	30.300	0.033003	1.8736	3.1127	39.008	16.536	28.039	1163.2	-0.12391	6.3669	0.12123
127.27	18.924	undefined	1.9008	3.1598	39.223	30.300	0.033003	1.9008	3.1598	39.223	16.631	28.065	1170.4	-0.13498	6.4088	0.12237	30.300	0.033003	1.9008	3.1598	39.223	16.631	28.065	1170.4	-0.13498	6.4088	0.12237
128.92	19.223	undefined	1.9282	3.2071	39.437	30.300	0.033003	1.9282	3.2071	39.437	16.724	28.092	1177.5	-0.14562	6.4505	0.12350	30.300	0.033003	1.9282	3.2071	39.437	16.724	28.092	1177.5	-0.14562	6.4505	0.12350
130.56	19.521	undefined	1.9557	3.2545	39.649	30.300	0.033003	1.9557	3.2545	39.649	16.816	28.121	1184.5	-0.15585	6.4919	0.12464	30.300	0.033003	1.9557	3.2545	39.649	16.816	28.121	1184.5	-0.15585	6.4919	0.12464
132.20	19.820	undefined	1.9834	3.3020	39.860	30.300	0.033003	1.9834	3.3020	39.860	16.908	28.151	1191.5	-0.16569	6.5333	0.12577	30.300	0.033003	1.9834	3.3020	39.860	16.908	28.151	1191.5	-0.16569	6.5333	0.12577
133.84	20.118	undefined	2.0112	3.3497	40.069	30.300	0.033003	2.0112	3.3497	40.069	16.999	28.181	1198.4	-0.17517	6.5744	0.12691	30.300	0.033003	2.0112	3.3497	40.069	16.999	28.181	1198.4	-0.17517	6.5744	0.12691
135.48	20.416	undefined	2.0392	3.3975	40.277	30.300	0.033003	2.0392	3.3975	40.277	17.089	28.213	1205.2	-0.18429	6.6154	0.12805	30.300	0.033003	2.0392	3.3975	40.277	17.089	28.213	1205.2	-0.18429	6.6154	0.12805
137.12	20.714	undefined	2.0673	3.4454	40.483	30.300	0.033003	2.0673	3.4454	40.483	17.177	28.246	1212.0	-0.19308	6.6563	0.12919	30.300	0.033003	2.0673	3.4454	40.483	17.177	28.246	1212.0	-0.19308	6.6563	0.12919
138.77	21.011	undefined	2.0956	3.4935	40.688	30.300	0.033003	2.0956	3.4935	40.688	17.265	28.279	1218.8	-0.20155	6.6969	0.13032	30.300	0.033003	2.0956	3.4935	40.688	17.265	28.279	1218.8	-0.20155	6.6969	0.13032
140.41	21.308	undefined	2.1240	3.5417	40.892	30.300	0.033003	2.1240	3.5417	40.892	17.352	28.313	1225.5	-0.20972	6.7375	0.13146	30.300	0.033003	2.1240	3.5417	40.892	17.352	28.313	1225.5	-0.20972	6.7375	0.13146
142.05	21.605	undefined	2.1526	3.5900	41.094	30.300	0.033003	2.1526	3.5900	41.094	17.438	28.347	1232.1	-0.21759	6.7779	0.13260	30.300	0.033003	2.1526	3.5900	41.094	17.438	28.347	1232.1	-0.21759	6.7779	0.13260
143.69	21.901	undefined	2.1813	3.6384	41.295	30.300	0.033003	2.1813	3.6384	41.295	17.522	28.382	1238.7	-0.22519	6.8181	0.13374	30.300	0.033003	2.1813	3.6384	41.295	17.522	28.382	1238.7	-0.22519	6.8181	0.13374
145.33	22.198	undefined	2.2101	3.6870	41.495	30.300	0.033003	2.2101	3.6870	41.495	17.606	28.417	1245.3	-0.23253	6.8582	0.13487	30.300	0.033003	2.2101	3.6870	41.495	17.606	28.417	1245.3	-0.23253	6.8582	0.13487
146.98	22.494	undefined	2.2391	3.7356	41.693	30.300	0.033003	2.2391	3.7356	41.693	17.688	28.452	1251.8	-0.23961	6.8982	0.13601	30.300	0.033003	2.2391	3.7356	41.693	17.688	28.452	1251.8	-0.23961	6.8982	0.13601
148.62	22.790	undefined	2.2682	3.7844	41.890	30.300	0.033003	2.2682	3.7844	41.890	17.769	28.487	1258.3	-0.24646	6.9380	0.13715	30.300	0.033003	2.2682	3.7844	41.890	17.769	28.487	1258.3	-0.24646	6.9380	0.13715
150.26	23.085	undefined	2.2974	3.8333	42.085	30.300	0.033003	2.2974	3.8333	42.085	17.849	28.522	1264.7	-0.25307	6.9777	0.13828	30.300	0.033003	2.2974	3.8333	42.085	17.849	28.522	1264.7	-0.25307	6.9777	0.13828
151.90	23.380	undefined	2.3268	3.8823	42.280	30.300	0.033003	2.3268	3.8823	42.280	17.928	28.558	1271.1	-0.25946	7.0173	0.13941	30.300	0.033003	2.3268	3.8823	42.280	17.928	28.558	1271.1	-0.25946	7.0173	0.13941
153.54	23.676	undefined	2.3563	3.9314	42.473	30.300	0.033003	2.3563	3.9314	42.473	18.005	28.593	1277.5	-0.26565	7.0568	0.14054	30.300	0.033003	2.3563	3.9314	42.473	18.005	28.593	1277.5	-0.26565	7.0568	0.14054
155.18	23.970	undefined	2.3859	3.9807	42.665	30.300	0.033003	2.3859	3.9807	42.665	18.082	28.628	1283.8	-0.27163	7.0961	0.14167	30.300	0.033003	2.3859	3.9807	42.665	18.082	28.628	1283.8	-0.27163	7.0961	0.14167
156.83	24.265	undefined	2.4157	4.0300	42.855	30.300	0.033003	2.4157	4.0300	42.855	18.157	28.663	1290.1	-0.27742	7.1353	0.14280	30.300	0.033003	2.4157	4.0300	42.855	18.157	28.663	1290.1	-0.27742	7.1353	0.14280
158.47	24.559	undefined	2.4455	4.0795	43.045	30.300	0.033003	2.4455	4.0795	43.045	18.231	28.698	1296.3	-0.28303	7.1744	0.14392	30.300	0.033003	2.4455	4.0795	43.045	18.231	28.698	1296.3	-0.28303	7.1744	0.14392
160.11	24.853	undefined	2.4755	4.1290	43.233	30.300	0.033003	2.4755	4.1290	43.233	18.304	28.733	1302.5	-0.28847	7.2134	0.14504	30.300	0.033003	2.4755	4.1290	43.233	18.304	28.733	1302.5	-0.28847	7.2134	0.14504
161.75	25.147	undefined	2.5056	4.1787	43.420	30.300	0.033003	2.5056	4.1787	43.420	18.376	28.767	1308.7	-0.29373	7.2523	0.14616	30.300	0.033003	2.5056	4.1787	43.420	18.376	28.767	1308.7	-0.29373	7.2523	0.14616
163.39	25.441	undefined	2.5359	4.2284	43.606	30.300	0.033003	2.5359	4.2284	43.606	18.446	28.802	1314.9	-0.29884	7.2910	0.14728	30.300	0.033003	2.5359	4.2284	43.606	18.446	28.802	1314.9	-0.29884	7.2910	0.14728
165.03	25.734	undefined	2.5662	4.2783	43.791	30.300	0.033003	2.5662	4.2783	43.791	18.516	28.835	1321.0	-0.30379	7.3297	0.14840	30.300	0.033003	2.5662	4.2783	43.791	18.516	28.835	1321.0	-0.30379	7.3297	0.14840
166.68	26.027	undefined	2.5966	4.3283	43.975	30.300	0.033003	2.5966	4.3283	43.975	18.584	28.869	1327.1	-0.30859	7.3682	0.14951	30.300	0.033003	2.5966	4.3283	43.975	18.584	28.869	1327.1	-0.30859	7.3682	0.14951
168.32	26.320	undefined	2.6272	4.3783	44.157	30.300	0.033003	2.6272	4.3783	44.157	18.651	28.902	1333.1	-0.31325	7.4067	0.15062	30.300	0.033003	2.6272	4.3783	44.157	18.651	28.902	1333.1	-0.31325	7.4067	0.15062
169.96	26.613	undefined	2.6579	4.4285	44.338	30.300	0.033003	2.6579	4.4285	44.338	18.717	28.935	1339.1	-0.31777	7.4450	0.15172	30.300	0.033003	2.6579	4.4285	44.338	18.717	28.935	1339.1	-0.31777	7.4450	0.15172
171.60	26.905	undefined	2.6887	4.4787	44.519	30.300	0.033003	2.6887	4.4787	44.519	18.782	28.968	1345.1	-0.32216	7.4832	0.15283	30.300	0.033003	2.6887	4.4787	44.519	18.782	28.968	1345.1	-0.32216	7.4832	0.15283
173.24	27.198	undefined	2.7195	4.5290	44.698	30.300	0.033003	2.7195	4.5290	44.698	18.845	29.000	1351.1	-0.32643	7.5214	0.15392	30.300	0.033003	2.7195	4.5290	44.698	18.845	29.000	1351.1	-0.32643	7.5214	0.15392
174.88	27.490	undefined	2.7505	4.5794	44.876	30.300	0.033003	2.7505	4.5794	44.876	18.908	29.031	1357.0	-0.33058	7.5594	0.15502	30.300	0.033003	2.7505	4.5794	44.876	18.908	29.031	1357.0	-0.33058	7.5594	0.15502
176.53	27.781	undefined	2.7816	4.6299	45.053	30.300	0.033003	2.7816	4.6299	45.053	18.969	29.062	1362.9	-0.33461	7.5974	0.15611	30.300	0.033003	2.7816	4.6299	45.053	18.969	29.062	1362.9	-0.33461	7.5974	0.15611
178.17	28.073	undefined	2.8128	4.6805	45.229	30.300	0.033003	2.8128	4.6805	45.229	19.029	29.093	1368.7	-0.33853	7.6352	0.15720	30.300	0.033003	2.8128	4.6805	45.229	19.029	29.093	1368.7	-0.33853	7.6352	0.15720
179.81	28.364	undefined	2.8441	4.7312	45.403	30.300	0.033003	2.8441	4.7312	45.403	19.089	29.123	1374.6	-0.34234	7.6730	0.15829	30.300	0.033003	2.8441	4.7312	45.403	19.089	29.123	1374.6	-0.34234	7.6730	0.15829
181.45	28.655	undefined	2.8755	4.7820	45.577	30.300	0.033003	2.8755	4.7820	45.577	19.147	29.153	1380.4	-0.34606	7.7107	0.15937	30.300	0.033003	2.8755	4.7820	45.577	19.147	29.153	1380.4	-0.34606	7.7107	0.15937
183.09	28.946	undefined	2.9070	4.8328	45.750	30.300	0.033003	2.9070	4.8328	45.750	19.204	29.183	1386.2	-0.34967	7.7482	0.16045	30.300	0.033003	2.9070	4.8328	45.750	19.204	29.183	1386.2	-0.34967	7.7482	0.16045
184.73	29.237	undefined	2.9385	4.8837	45.922	30.300	0.033003	2.9385	4.8837	45.922	19.260	29.211	1392.0	-0.35319	7.7857	0.16153	30.300	0.033003	2.9385	4.8837	45.922	19.260	29.211	1392.0	-0.35319	7.7857	0.16153
